date,High customers,High suppliers,High employees,High communities,Low communities
2019-10-31,0.17544231455110892,-0.11083520466013896,-0.3917129752065774,0.2004091737913295,-0.037881831420314316
2019-11-29,0.14519918230035112,-0.12408507077789088,-0.4433285433563686,0.17499594666048118,-0.07697011211853055
2019-12-31,0.1623693324966804,-0.13314513487912222,-0.3968317942200284,0.22166419449480945,-0.07967491027511897
2020-01-31,0.18507764281209,-0.16827105372266754,-0.419373681590035,0.20210364351333043,-0.05622481973170723
2020-02-28,0.1460215650206632,-0.20784257195944034,-0.3843480522648992,0.11213979689704745,-0.08253005069469255
2020-03-31,0.04640516879977041,-0.0988659984785788,-0.2508130177022718,0.10917712239530031,-0.12385414672459194
2020-04-30,0.043451925793953294,-0.03082656388534777,-0.1664033835139277,0.08359220708843118,-0.06735702834763946
2020-05-29,0.04673366405852519,-0.016665497522987294,-0.16360898099781673,0.044206433862679306,-0.05736503845426
2020-06-30,0.04860802039142831,-0.024393641589226744,-0.1842302982689371,0.039928194227962344,-0.07847966915429294
2020-07-31,0.029154297171486654,-0.06955624322896659,-0.20543333842702682,0.017813607498661677,-0.11881435510470417
2020-08-31,-0.0031355435707448587,-0.08985160394229796,-0.1900329015108536,0.0413517370686034,-0.12028689160158246
2020-09-30,0.025662141922233817,-0.05159334456566189,-0.13563261655983794,0.10738103884986638,-0.09025962727996639
2020-10-30,0.16506428322785505,-0.061862730890400286,0.06072196263682661,0.19494709267110732,0.0927783858696094
2020-11-30,0.2111301406770404,-0.07061850946180548,-0.0005600411323491983,0.09625502876706316,0.04771417602447847
2020-12-31,0.190993976191414,-0.1250276950413295,-0.03857236767574379,0.08125747349024437,-0.0051146701559552366
2021-01-29,0.23545338852101605,-0.12960864719178722,-0.17927946422737084,0.11743987460220817,-0.11482803359428362
2021-02-26,0.28691479897505356,-0.18995934790616636,-0.10319442130360598,0.0501296797930203,-0.02143932639594115
2021-03-31,0.32914617461680495,-0.12498629657325938,-0.07010614606862736,0.10557125817062052,0.07483771599226985
2021-04-30,0.30850703223759146,-0.1353999864973603,-0.08861893815294364,0.12145784380062707,0.041610814725559664
2021-05-28,0.29196225274478316,-0.09435898228089623,-0.07245475016698555,0.09752820569794185,0.061867225791192415
2021-06-30,0.3197787411340616,-0.1304371774728273,-0.08304815150570544,0.02376312252195803,0.05759660940056743
2021-07-30,0.32159950623224154,-0.18051516746239304,-0.08083788625150415,-0.015499834559829395,0.06447063278189485
2021-08-31,0.31309426057615547,-0.15427665774417032,-0.04266334908586891,0.03319535553104275,0.09526760434666698
2021-09-30,0.3054495241040145,-0.1627268333657821,0.013179370267281908,0.027900948367004755,0.08608076033823478
2021-10-29,0.28147680346281545,-0.1724532066779233,0.04063021652455095,0.03698610240829048,0.09490092117868891
2021-11-30,0.24238084455205167,-0.1524697217936846,0.06551647918535076,0.03638298062497426,0.11116463962014586
2021-12-31,0.26497912421251674,-0.0902577463951309,0.0726292331508733,0.08286020189867038,0.12968957259215275
2022-01-31,0.23233508413387827,-0.0778848764073774,0.044259603553750415,0.06943815870247241,0.07391094043609836
2022-02-28,0.3081442362697326,0.01319120869153198,0.17450218476271973,0.15595972859872098,0.23114016081261946
2022-03-31,0.27893595547686517,-0.05075271634842607,0.21012292511138364,0.11896021925101008,0.23893229921104475
2022-04-29,0.4452178960290619,0.032814071515891,0.2170688575732217,0.09215459494212846,0.3400438719187603
2022-05-31,0.40590823460043335,0.017704029828445045,0.18275798128344578,0.05840658905878776,0.3151474501695255
2022-06-30,0.3526299536639742,-0.051173273957969084,0.16786609011920706,6.439727064760925e-05,0.23592411811878847
2022-07-29,0.3607477975956022,-0.04496801464014788,0.16697124298830804,-0.018592976894343388,0.2584018329387179
2022-08-31,0.3819353781722352,-0.0051518220339263066,0.16459772049942653,0.013175936579380113,0.24754241886680045
2022-09-30,0.3346926485475731,0.06349292639438656,0.24662299142170974,-0.010514134068198483,0.26468811269565207
2022-10-31,0.3086085141420096,0.047483061453922795,0.21510191936752046,-0.04727210212597602,0.23401302944521057
2022-11-30,0.35242130092394935,0.06303307660458231,0.17194763108736982,-0.010295983538008174,0.20834705147265614
2022-12-30,0.3388427379259441,0.1200378157985844,0.1491225134117088,0.0024709793346053,0.17449257640749294
2023-01-31,0.4004577337037769,0.07456193664116906,0.15810905717784296,0.03969495410022014,0.2046024624564361
2023-02-28,0.38188414851829267,0.07659466363297768,0.21433440894153175,0.045696578222149065,0.24448392652531248
2023-03-31,0.34789849087076674,0.0719438033692064,0.26380637050896427,0.08142219192895607,0.26469932242309735
2023-04-28,0.3436464013682907,0.059960974617229594,0.2681328323540302,0.03204185595016844,0.2706773187688021
2023-05-31,0.21862267983775863,0.07143613457747214,0.28032414773756786,0.01850786892761079,0.23788016448478028
2023-06-30,0.2923569587448429,0.10932952411176172,0.2994207692767344,0.10037417407034749,0.28871130454736793
2023-07-31,0.17629497951139497,0.05981589815274645,0.252673350876438,0.060096061841832304,0.16239347720826572
2023-08-31,0.1659377858087845,0.001876612619114204,0.24746037182213873,0.020116399513925576,0.16056612283579463
2023-09-29,0.1282588417680361,-0.043977022285619866,0.20818235656619985,-0.07955422163576426,0.09491655551784023
2023-10-31,0.1260275597100507,-0.07620581018863301,0.22998193319520405,-0.0916344159438667,0.11887491374117043
2023-11-30,0.1099788618105575,-0.037837281830285174,0.21190706351291239,-0.11636039043651375,0.11011063449447239
2023-12-29,0.08981387465284763,-0.022540984790468066,0.2398162144289075,-0.051498665368301444,0.1469673696515594
2024-01-31,0.030821145128079597,-0.14175289742274094,0.1698297716008033,-0.18601662645180758,0.05991435346847168
2024-02-29,0.024324882511602086,-0.15497292453447867,0.10296478048095359,-0.2793630516175242,0.006330163888055823
2024-03-28,0.016587229729781522,-0.1360198548733515,0.12084405247422891,-0.21724613337428456,0.02590786647675486
2024-04-30,0.005398493091524292,-0.1235635398382775,0.12679127665666579,-0.20070030565129598,0.033482465853011456
2024-05-31,0.05165556638912089,-0.12652340943924845,0.16062317824537842,-0.16995770714127217,0.07424797941504357
2024-06-28,0.03932623200320223,-0.11375214107939241,0.10321457371700288,-0.1384066315081423,0.057395631859472995
2024-07-31,0.12672266973941687,-0.08082772754930712,0.2187176433142649,-0.08343024446852737,0.13670420163691221
2024-08-30,0.15318061882801204,-0.02980347394685401,0.22698434592989225,-0.12195082678073688,0.15294345283146005
2024-09-30,0.2282471553073181,-0.0330469730795343,0.2415207036197522,-0.0837473022524326,0.16840945956311737
2024-10-31,0.22871290225466528,-0.09342360720245929,0.2708155963372231,-0.11030601171415344,0.1953723301728405
2024-11-29,0.18823993523905774,-0.12193996158983167,0.2324898987721058,-0.19139118390429577,0.1617118342506857
2024-12-31,0.11537127279154313,-0.12126733705767279,0.18250938416450502,-0.21168006962486619,0.10785194329801706
