date,High Innovation,High Adaptation-change,High Upskilling,High Advocacy,Low Advocacy
2018-06-29,0.03205626985478899,0.3609136408702184,0.20499391273660184,-0.025543793260140057,-0.01027794354206446
2018-07-31,0.048343473862276276,0.40092163564661093,0.20718178069009735,-0.06874436005730566,0.021088024379605885
2018-08-31,0.07419182382024131,0.5052815935377104,0.23766206970109105,-0.07691856506635558,0.12763556263229536
2018-09-28,0.07397716886204542,0.5026796599227408,0.23149109578786,-0.10302870908962525,0.18619971042291905
2018-10-31,0.05715869818056463,0.16184795195019475,-0.19094184152813742,-0.1367479500744152,-0.1023968478434728
2018-11-30,-0.005387100485438667,0.25068298213763207,-0.1983698875903931,-0.2010855700770397,0.005955938882469813
2018-12-31,0.09174238446911542,0.2186303656217945,-0.26835070817121043,-0.32934261347781524,-0.03608100081375598
2019-01-31,0.14120285926421428,0.2176821993299436,-0.2635982300785842,-0.2538712358648363,-0.056245178990748546
2019-02-28,0.1454805777106436,0.21944321133068345,-0.2765036445064353,-0.2919619124473938,-0.05236129925003996
2019-03-29,0.11864287191335698,0.2017331623882317,-0.29369213995162236,-0.27211713575026275,-0.07909187060183909
2019-04-30,0.03836822400836826,0.13716962826073964,-0.29579102565557647,-0.2020594202317001,-0.1157587131626634
2019-05-31,0.045657907363398476,0.09045070553418744,-0.4868589119103973,-0.24180917533156654,-0.2139879721375595
2019-06-28,0.14288642538700658,0.151741236739663,-0.33677835594662586,-0.09373959146840982,-0.030179302096751126
2019-07-31,0.15352032243100566,0.2787006803941642,-0.2533644685708918,-0.04765597580850767,0.010092971549390817
2019-08-30,0.16319278881871546,0.2693004451255342,-0.29397259461031744,-0.03007465033130652,-0.009902120382416335
2019-09-30,0.11274249545033,0.4339002740902643,-0.19919059541369288,0.039637549619721324,0.10684112715483807
2019-10-31,0.11256144956345271,0.3977238357384074,-0.2848464483695601,0.002020646702538653,0.10658466313644233
2019-11-29,-0.016722459347000784,0.3013466007281561,-0.33183791988259864,-0.03192440361000237,0.04537278362741459
2019-12-31,0.004500378577062869,0.29484319057134634,-0.1519776057172748,-0.14033145108516343,0.21547179047509246
2020-01-31,0.01916817037265306,0.29723351495257155,-0.15351318943578063,-0.14992690600194658,0.22159724990469687
2020-02-28,0.045319672426069046,0.24967138174214143,-0.2297690736853587,-0.15864230146420288,0.13396407523178167
